,Estacion,Fecha,temperatura,radiacion,humedad relativa
4540,San Nicolas,2022-12-10 12:30,31.7,839.9,64
4541,San Nicolas,2022-12-10 12:45,31.7,823.7,65
4542,San Nicolas,2022-12-10 13:00,31.9,810.3,64
4543,San Nicolas,2022-12-10 13:15,31.7,788.2,66
4544,San Nicolas,2022-12-10 13:30,31.8,760.6,66
4545,San Nicolas,2022-12-10 13:45,31.3,726.1,69
4546,San Nicolas,2022-12-10 14:00,31.3,695.8,70
4547,San Nicolas,2022-12-10 14:15,31.3,653.5,68
4548,San Nicolas,2022-12-10 14:30,31.4,607.0,67
4549,San Nicolas,2022-12-10 14:45,31.1,564.5,68
4550,San Nicolas,2022-12-10 15:00,31.0,520.9,70
4551,San Nicolas,2022-12-10 15:15,30.9,468.6,71
4552,San Nicolas,2022-12-10 15:30,30.7,408.5,71
4553,San Nicolas,2022-12-10 15:45,30.5,358.9,72
4554,San Nicolas,2022-12-10 16:00,30.5,301.2,72
4555,San Nicolas,2022-12-10 16:15,30.1,247.2,74
4556,San Nicolas,2022-12-10 16:30,30.1,192.9,75
4557,San Nicolas,2022-12-10 16:45,29.6,138.9,78
4558,San Nicolas,2022-12-10 17:00,29.3,90.6,81
4559,San Nicolas,2022-12-10 17:15,28.6,54.5,87
4560,San Nicolas,2022-12-10 17:30,28.2,23.2,90
4561,San Nicolas,2022-12-10 17:45,27.2,1.9,96
4562,San Nicolas,2022-12-10 18:00,25.5,0.0,100
4563,San Nicolas,2022-12-10 18:15,25.3,0.0,100
4564,San Nicolas,2022-12-10 18:30,25.2,0.0,100
4565,San Nicolas,2022-12-10 18:45,25.1,0.0,100
4566,San Nicolas,2022-12-10 19:00,24.8,0.0,100
4567,San Nicolas,2022-12-10 19:15,24.7,0.0,100
4568,San Nicolas,2022-12-10 19:30,24.7,0.0,100
4569,San Nicolas,2022-12-10 19:45,24.6,0.0,100
4570,San Nicolas,2022-12-10 20:00,24.5,0.0,100
4571,San Nicolas,2022-12-10 20:15,24.7,0.0,100
4572,San Nicolas,2022-12-10 20:30,24.8,0.0,100
4573,San Nicolas,2022-12-10 20:45,24.9,0.0,100
4574,San Nicolas,2022-12-10 21:00,24.7,0.0,100
4575,San Nicolas,2022-12-10 21:15,24.6,0.0,100
4576,San Nicolas,2022-12-10 21:30,24.4,0.0,100
4577,San Nicolas,2022-12-10 21:45,24.2,0.0,100
4578,San Nicolas,2022-12-10 22:00,24.2,0.0,100
4579,San Nicolas,2022-12-10 22:15,24.1,0.0,100
4580,San Nicolas,2022-12-10 22:30,24.0,0.0,100
4581,San Nicolas,2022-12-10 22:45,24.0,0.0,100
4582,San Nicolas,2022-12-10 23:00,24.0,0.0,100
4583,San Nicolas,2022-12-10 23:15,23.8,0.0,100
4584,San Nicolas,2022-12-10 23:30,23.8,0.0,100
4585,San Nicolas,2022-12-10 23:45,23.6,0.0,100
4586,San Nicolas,2022-12-11 00:00,23.3,0.0,100
4587,San Nicolas,2022-12-11 00:15,23.4,0.0,100
4588,San Nicolas,2022-12-11 00:30,23.4,0.0,100
4589,San Nicolas,2022-12-11 00:45,23.4,0.0,100
4590,San Nicolas,2022-12-11 01:00,23.3,0.0,100
4591,San Nicolas,2022-12-11 01:15,23.2,0.0,100
4592,San Nicolas,2022-12-11 01:30,23.0,0.0,100
4593,San Nicolas,2022-12-11 01:45,23.0,0.0,100
4594,San Nicolas,2022-12-11 02:00,22.8,0.0,100
4595,San Nicolas,2022-12-11 02:15,22.7,0.0,100
4596,San Nicolas,2022-12-11 02:30,22.6,0.0,100
4597,San Nicolas,2022-12-11 02:45,22.5,0.0,100
4598,San Nicolas,2022-12-11 03:00,22.6,0.0,100
4599,San Nicolas,2022-12-11 03:15,22.5,0.0,100
4600,San Nicolas,2022-12-11 03:30,22.0,0.0,100
4601,San Nicolas,2022-12-11 03:45,21.9,0.0,100
4602,San Nicolas,2022-12-11 04:00,21.8,0.0,100
4603,San Nicolas,2022-12-11 04:15,21.6,0.0,100
4604,San Nicolas,2022-12-11 04:30,21.8,0.0,100
4605,San Nicolas,2022-12-11 04:45,22.1,0.0,100
4606,San Nicolas,2022-12-11 05:00,22.1,0.0,100
4607,San Nicolas,2022-12-11 05:15,22.0,0.0,100
4608,San Nicolas,2022-12-11 05:30,21.9,0.0,100
4609,San Nicolas,2022-12-11 05:45,21.8,0.0,100
4610,San Nicolas,2022-12-11 06:00,21.8,0.0,100
4611,San Nicolas,2022-12-11 06:15,21.7,0.8,100
4612,San Nicolas,2022-12-11 06:30,21.4,7.4,100
4613,San Nicolas,2022-12-11 06:45,21.4,19.0,100
4614,San Nicolas,2022-12-11 07:00,21.6,51.3,100
4615,San Nicolas,2022-12-11 07:15,22.0,119.8,100
4616,San Nicolas,2022-12-11 07:30,22.4,170.7,100
4617,San Nicolas,2022-12-11 07:45,22.9,226.1,100
4618,San Nicolas,2022-12-11 08:00,23.5,286.0,100
4619,San Nicolas,2022-12-11 08:15,24.1,319.6,100
4620,San Nicolas,2022-12-11 08:30,24.9,390.9,100
4621,San Nicolas,2022-12-11 08:45,26.1,489.0,99
4622,San Nicolas,2022-12-11 09:00,27.2,528.5,93
4623,San Nicolas,2022-12-11 09:15,27.8,568.8,90
4624,San Nicolas,2022-12-11 09:30,28.4,581.3,87
4625,San Nicolas,2022-12-11 09:45,29.1,645.0,85
4626,San Nicolas,2022-12-11 10:00,29.2,659.3,83
4627,San Nicolas,2022-12-11 10:15,30.0,683.7,78
4628,San Nicolas,2022-12-11 10:30,30.3,675.6,75
4629,San Nicolas,2022-12-11 10:45,30.2,684.0,74
4630,San Nicolas,2022-12-11 11:00,30.6,730.9,71
4631,San Nicolas,2022-12-11 11:15,31.1,732.3,70
4632,San Nicolas,2022-12-11 11:30,31.6,718.2,69
4633,San Nicolas,2022-12-11 11:45,31.4,766.6,69
4634,San Nicolas,2022-12-11 12:00,31.2,822.5,75
4635,San Nicolas,2022-12-11 12:15,30.9,819.0,76
4636,San Nicolas,2022-12-11 12:30,31.1,806.0,76
4637,San Nicolas,2022-12-11 12:45,31.0,786.4,75
4638,San Nicolas,2022-12-11 13:00,31.2,766.6,75
4639,San Nicolas,2022-12-11 13:15,31.0,710.5,75
4640,San Nicolas,2022-12-11 13:30,31.3,725.5,74
4641,San Nicolas,2022-12-11 13:45,31.2,710.0,73
4642,San Nicolas,2022-12-11 14:00,30.7,684.5,73
4643,San Nicolas,2022-12-11 14:15,30.8,629.8,74
4644,San Nicolas,2022-12-11 14:30,30.8,598.7,74
4645,San Nicolas,2022-12-11 14:45,30.8,551.5,73
4646,San Nicolas,2022-12-11 15:00,30.6,533.8,72
4647,San Nicolas,2022-12-11 15:15,30.6,480.6,73
4648,San Nicolas,2022-12-11 15:30,30.3,421.5,74
4649,San Nicolas,2022-12-11 15:45,30.1,362.6,76
4650,San Nicolas,2022-12-11 16:00,29.8,306.9,79
4651,San Nicolas,2022-12-11 16:15,29.7,251.0,81
4652,San Nicolas,2022-12-11 16:30,29.6,193.3,83
4653,San Nicolas,2022-12-11 16:45,29.2,143.0,85
4654,San Nicolas,2022-12-11 17:00,28.6,98.5,88
4655,San Nicolas,2022-12-11 17:15,28.4,56.2,89
4656,San Nicolas,2022-12-11 17:30,28.1,16.8,91
4657,San Nicolas,2022-12-11 17:45,27.6,3.4,94
4658,San Nicolas,2022-12-11 18:00,27.4,0.0,96
4659,San Nicolas,2022-12-11 18:15,27.1,0.0,98
4660,San Nicolas,2022-12-11 18:30,26.7,0.0,100
4661,San Nicolas,2022-12-11 18:45,26.3,0.0,100
4662,San Nicolas,2022-12-11 19:00,25.9,0.0,100
4663,San Nicolas,2022-12-11 19:15,25.8,0.0,100
4664,San Nicolas,2022-12-11 19:30,25.8,0.0,100
4665,San Nicolas,2022-12-11 19:45,25.5,0.0,100
4666,San Nicolas,2022-12-11 20:00,25.5,0.0,100
4667,San Nicolas,2022-12-11 20:15,25.5,0.0,100
4668,San Nicolas,2022-12-11 20:30,25.7,0.0,100
4669,San Nicolas,2022-12-11 20:45,25.8,0.0,100
4670,San Nicolas,2022-12-11 21:00,25.8,0.0,100
4671,San Nicolas,2022-12-11 21:15,25.6,0.0,100
4672,San Nicolas,2022-12-11 21:30,25.5,0.0,100
4673,San Nicolas,2022-12-11 21:45,25.4,0.0,100
4674,San Nicolas,2022-12-11 22:00,25.1,0.0,100
4675,San Nicolas,2022-12-11 22:15,24.9,0.0,100
4676,San Nicolas,2022-12-11 22:30,24.7,0.0,100
4677,San Nicolas,2022-12-11 22:45,24.5,0.0,100
4678,San Nicolas,2022-12-11 23:00,24.6,0.0,100
4679,San Nicolas,2022-12-11 23:15,24.7,0.0,100
4680,San Nicolas,2022-12-11 23:30,24.6,0.0,100
4681,San Nicolas,2022-12-11 23:45,24.6,0.0,100
4682,San Nicolas,2022-12-12 00:00,24.3,0.0,100
4683,San Nicolas,2022-12-12 00:15,24.4,0.0,100
4684,San Nicolas,2022-12-12 00:30,24.4,0.0,100
4685,San Nicolas,2022-12-12 00:45,24.5,0.0,100
4686,San Nicolas,2022-12-12 01:00,24.5,0.0,100
4687,San Nicolas,2022-12-12 01:15,24.3,0.0,100
4688,San Nicolas,2022-12-12 01:30,24.2,0.0,100
4689,San Nicolas,2022-12-12 01:45,24.0,0.0,100
4690,San Nicolas,2022-12-12 02:00,23.8,0.0,100
4691,San Nicolas,2022-12-12 02:15,23.7,0.0,100
4692,San Nicolas,2022-12-12 02:30,23.5,0.0,100
4693,San Nicolas,2022-12-12 02:45,23.3,0.0,100
4694,San Nicolas,2022-12-12 03:00,23.2,0.0,100
4695,San Nicolas,2022-12-12 03:15,23.2,0.0,100
4696,San Nicolas,2022-12-12 03:30,23.0,0.0,100
4697,San Nicolas,2022-12-12 03:45,22.7,0.0,100
4698,San Nicolas,2022-12-12 04:00,22.6,0.0,100
4699,San Nicolas,2022-12-12 04:15,22.3,0.0,100
4700,San Nicolas,2022-12-12 04:30,22.2,0.0,100
4701,San Nicolas,2022-12-12 04:45,22.2,0.0,100
4702,San Nicolas,2022-12-12 05:00,22.2,0.0,100
4703,San Nicolas,2022-12-12 05:15,22.3,0.0,100
4704,San Nicolas,2022-12-12 05:30,22.4,0.0,100
4705,San Nicolas,2022-12-12 05:45,22.6,0.0,100
4706,San Nicolas,2022-12-12 06:00,22.5,0.0,100
4707,San Nicolas,2022-12-12 06:15,22.4,0.0,100
4708,San Nicolas,2022-12-12 06:30,22.4,7.7,100
4709,San Nicolas,2022-12-12 06:45,22.4,33.0,100
4710,San Nicolas,2022-12-12 07:00,22.6,74.9,100
4711,San Nicolas,2022-12-12 07:15,22.9,123.4,100
4712,San Nicolas,2022-12-12 07:30,23.4,194.6,100
4713,San Nicolas,2022-12-12 07:45,24.1,257.2,100
4714,San Nicolas,2022-12-12 08:00,25.4,316.7,98
4715,San Nicolas,2022-12-12 08:15,25.9,373.4,95
4716,San Nicolas,2022-12-12 08:30,26.7,402.6,93
4717,San Nicolas,2022-12-12 08:45,27.2,481.2,91
4718,San Nicolas,2022-12-12 09:00,28.1,545.3,88
4719,San Nicolas,2022-12-12 09:15,28.8,592.7,84
4720,San Nicolas,2022-12-12 09:30,29.5,582.4,82
4721,San Nicolas,2022-12-12 09:45,30.0,678.3,80
4722,San Nicolas,2022-12-12 10:00,30.3,685.0,77
4723,San Nicolas,2022-12-12 10:15,30.6,740.1,74
4724,San Nicolas,2022-12-12 10:30,30.6,776.3,74
4725,San Nicolas,2022-12-12 10:45,30.3,334.9,76
4726,San Nicolas,2022-12-12 11:00,30.6,366.2,73
4727,San Nicolas,2022-12-12 11:15,31.2,898.2,72
4728,San Nicolas,2022-12-12 11:30,31.4,640.5,70
4729,San Nicolas,2022-12-12 11:45,31.1,698.2,74
4730,San Nicolas,2022-12-12 12:00,31.4,853.7,73
4731,San Nicolas,2022-12-12 12:15,31.4,790.7,72
4732,San Nicolas,2022-12-12 12:30,31.6,851.5,72
4733,San Nicolas,2022-12-12 12:45,31.5,852.0,71
4734,San Nicolas,2022-12-12 13:00,31.0,525.7,72
4735,San Nicolas,2022-12-12 13:15,31.1,626.2,71
4736,San Nicolas,2022-12-12 13:30,31.3,751.2,70
4737,San Nicolas,2022-12-12 13:45,31.0,766.9,70
4738,San Nicolas,2022-12-12 14:00,31.1,685.6,70
4739,San Nicolas,2022-12-12 14:15,31.0,642.2,70
4740,San Nicolas,2022-12-12 14:30,30.5,615.9,73
4741,San Nicolas,2022-12-12 14:45,30.6,571.4,72
4742,San Nicolas,2022-12-12 15:00,30.4,489.4,73
4743,San Nicolas,2022-12-12 15:15,30.1,457.3,75
4744,San Nicolas,2022-12-12 15:30,30.0,399.4,75
4745,San Nicolas,2022-12-12 15:45,29.9,373.4,76
4746,San Nicolas,2022-12-12 16:00,29.6,301.9,79
4747,San Nicolas,2022-12-12 16:15,29.4,225.9,82
4748,San Nicolas,2022-12-12 16:30,29.0,122.9,84
4749,San Nicolas,2022-12-12 16:45,28.5,76.0,86
4750,San Nicolas,2022-12-12 17:00,28.4,89.8,88
4751,San Nicolas,2022-12-12 17:15,28.3,50.3,90
4752,San Nicolas,2022-12-12 17:30,28.1,24.5,91
4753,San Nicolas,2022-12-12 17:45,27.8,5.0,93
4754,San Nicolas,2022-12-12 18:00,27.4,0.4,95
4755,San Nicolas,2022-12-12 18:15,27.1,0.0,97
4756,San Nicolas,2022-12-12 18:30,26.8,0.0,99
4757,San Nicolas,2022-12-12 18:45,26.3,0.0,100
4758,San Nicolas,2022-12-12 19:00,26.1,0.0,100
4759,San Nicolas,2022-12-12 19:15,26.0,0.0,100
4760,San Nicolas,2022-12-12 19:30,25.9,0.0,100
4761,San Nicolas,2022-12-12 19:45,25.9,0.0,100
4762,San Nicolas,2022-12-12 20:00,26.0,0.0,100
4763,San Nicolas,2022-12-12 20:15,26.1,0.0,100
4764,San Nicolas,2022-12-12 20:30,26.2,0.0,100
4765,San Nicolas,2022-12-12 20:45,26.3,0.0,100
4766,San Nicolas,2022-12-12 21:00,26.3,0.0,100
4767,San Nicolas,2022-12-12 21:15,25.5,0.0,100
4768,San Nicolas,2022-12-12 21:30,24.3,0.0,100
4769,San Nicolas,2022-12-12 21:45,24.0,0.0,100
4770,San Nicolas,2022-12-12 22:00,24.6,0.0,100
4771,San Nicolas,2022-12-12 22:15,24.3,0.0,100
4772,San Nicolas,2022-12-12 22:30,24.0,0.0,100
4773,San Nicolas,2022-12-12 22:45,24.0,0.0,100
4774,San Nicolas,2022-12-12 23:00,24.1,0.0,100
4775,San Nicolas,2022-12-12 23:15,23.9,0.0,100
4776,San Nicolas,2022-12-12 23:30,24.0,0.0,100
4777,San Nicolas,2022-12-12 23:45,24.0,0.0,100
4778,San Nicolas,2022-12-13 00:00,24.1,0.0,100
4779,San Nicolas,2022-12-13 00:15,24.1,0.0,100
4780,San Nicolas,2022-12-13 00:30,24.0,0.0,100
4781,San Nicolas,2022-12-13 00:45,23.9,0.0,100
4782,San Nicolas,2022-12-13 01:00,24.0,0.0,100
4783,San Nicolas,2022-12-13 01:15,24.0,0.0,100
4784,San Nicolas,2022-12-13 01:30,24.0,0.0,100
4785,San Nicolas,2022-12-13 01:45,24.0,0.0,100
4786,San Nicolas,2022-12-13 02:00,23.8,0.0,100
4787,San Nicolas,2022-12-13 02:15,23.6,0.0,100
4788,San Nicolas,2022-12-13 02:30,23.5,0.0,100
4789,San Nicolas,2022-12-13 02:45,23.5,0.0,100
4790,San Nicolas,2022-12-13 03:00,23.4,0.0,100
4791,San Nicolas,2022-12-13 03:15,23.4,0.0,100
4792,San Nicolas,2022-12-13 03:30,23.2,0.0,100
4793,San Nicolas,2022-12-13 03:45,23.2,0.0,100
4794,San Nicolas,2022-12-13 04:00,23.1,0.0,100
4795,San Nicolas,2022-12-13 04:15,23.0,0.0,100
4796,San Nicolas,2022-12-13 04:30,22.9,0.0,100
4797,San Nicolas,2022-12-13 04:45,22.9,0.0,100
4798,San Nicolas,2022-12-13 05:00,22.7,0.0,100
4799,San Nicolas,2022-12-13 05:15,22.6,0.0,100
4800,San Nicolas,2022-12-13 05:30,22.5,0.0,100
4801,San Nicolas,2022-12-13 05:45,22.3,0.0,100
4802,San Nicolas,2022-12-13 06:00,22.3,0.0,100
4803,San Nicolas,2022-12-13 06:15,22.1,0.9,100
4804,San Nicolas,2022-12-13 06:30,22.1,4.9,100
4805,San Nicolas,2022-12-13 06:45,22.2,22.9,100
4806,San Nicolas,2022-12-13 07:00,22.5,65.2,100
4807,San Nicolas,2022-12-13 07:15,22.8,129.5,100
4808,San Nicolas,2022-12-13 07:30,23.4,190.7,100
4809,San Nicolas,2022-12-13 07:45,24.1,245.4,100
4810,San Nicolas,2022-12-13 08:00,24.8,309.8,100
4811,San Nicolas,2022-12-13 08:15,25.3,372.4,100
4812,San Nicolas,2022-12-13 08:30,25.9,403.8,98
4813,San Nicolas,2022-12-13 08:45,26.8,487.2,93
4814,San Nicolas,2022-12-13 09:00,27.2,530.8,91
4815,San Nicolas,2022-12-13 09:15,27.5,565.9,88
4816,San Nicolas,2022-12-13 09:30,28.4,589.8,84
4817,San Nicolas,2022-12-13 09:45,29.0,665.6,78
4818,San Nicolas,2022-12-13 10:00,29.3,705.2,76
4819,San Nicolas,2022-12-13 10:15,30.1,740.0,72
4820,San Nicolas,2022-12-13 10:30,30.4,772.6,70
4821,San Nicolas,2022-12-13 10:45,30.6,796.4,70
4822,San Nicolas,2022-12-13 11:00,30.9,810.5,68
4823,San Nicolas,2022-12-13 11:15,31.3,832.0,65
4824,San Nicolas,2022-12-13 11:30,31.1,849.7,65
4825,San Nicolas,2022-12-13 11:45,31.2,875.8,66
4826,San Nicolas,2022-12-13 12:00,31.4,672.3,65
4827,San Nicolas,2022-12-13 12:15,30.6,472.4,70
4828,San Nicolas,2022-12-13 12:30,30.2,735.2,73
4829,San Nicolas,2022-12-13 12:45,30.5,713.7,75
4830,San Nicolas,2022-12-13 13:00,30.4,801.9,76
4831,San Nicolas,2022-12-13 13:15,30.7,775.7,76
4832,San Nicolas,2022-12-13 13:30,30.5,726.1,77
4833,San Nicolas,2022-12-13 13:45,30.4,697.3,77
4834,San Nicolas,2022-12-13 14:00,30.5,668.7,77
4835,San Nicolas,2022-12-13 14:15,30.5,634.1,77
4836,San Nicolas,2022-12-13 14:30,30.2,596.0,76
4837,San Nicolas,2022-12-13 14:45,30.4,549.7,76
4838,San Nicolas,2022-12-13 15:00,30.4,515.7,77
4839,San Nicolas,2022-12-13 15:15,30.1,467.7,77
4840,San Nicolas,2022-12-13 15:30,29.9,438.8,79
4841,San Nicolas,2022-12-13 15:45,29.7,391.0,79
4842,San Nicolas,2022-12-13 16:00,29.7,264.4,80
4843,San Nicolas,2022-12-13 16:15,29.2,182.0,82
4844,San Nicolas,2022-12-13 16:30,29.0,153.4,82
4845,San Nicolas,2022-12-13 16:45,28.9,126.5,84
4846,San Nicolas,2022-12-13 17:00,28.5,83.8,88
4847,San Nicolas,2022-12-13 17:15,28.2,49.4,91
4848,San Nicolas,2022-12-13 17:30,27.9,21.4,94
4849,San Nicolas,2022-12-13 17:45,27.6,4.6,95
4850,San Nicolas,2022-12-13 18:00,27.2,0.1,95
4851,San Nicolas,2022-12-13 18:15,26.9,0.0,97
4852,San Nicolas,2022-12-13 18:30,26.7,0.0,98
4853,San Nicolas,2022-12-13 18:45,26.3,0.0,100
4854,San Nicolas,2022-12-13 19:00,26.1,0.0,100
4855,San Nicolas,2022-12-13 19:15,25.9,0.0,100
4856,San Nicolas,2022-12-13 19:30,25.8,0.0,100
4857,San Nicolas,2022-12-13 19:45,25.5,0.0,100
4858,San Nicolas,2022-12-13 20:00,25.4,0.0,100
4859,San Nicolas,2022-12-13 20:15,25.2,0.0,100
4860,San Nicolas,2022-12-13 20:30,25.1,0.0,100
4861,San Nicolas,2022-12-13 20:45,25.2,0.0,100
4862,San Nicolas,2022-12-13 21:00,25.3,0.0,100
4863,San Nicolas,2022-12-13 21:15,25.3,0.0,100
4864,San Nicolas,2022-12-13 21:30,25.3,0.0,100
4865,San Nicolas,2022-12-13 21:45,25.4,0.0,100
4866,San Nicolas,2022-12-13 22:00,25.2,0.0,100
4867,San Nicolas,2022-12-13 22:15,25.2,0.0,100
4868,San Nicolas,2022-12-13 22:30,25.3,0.0,100
4869,San Nicolas,2022-12-13 22:45,25.4,0.0,100
4870,San Nicolas,2022-12-13 23:00,25.3,0.0,100
4871,San Nicolas,2022-12-13 23:15,25.4,0.0,100
4872,San Nicolas,2022-12-13 23:30,25.4,0.0,100
4873,San Nicolas,2022-12-13 23:45,25.2,0.0,100
4874,San Nicolas,2022-12-14 00:00,25.2,0.0,100
4875,San Nicolas,2022-12-14 00:15,25.2,0.0,100
4876,San Nicolas,2022-12-14 00:30,25.0,0.0,100
4877,San Nicolas,2022-12-14 00:45,25.1,0.0,100
4878,San Nicolas,2022-12-14 01:00,25.0,0.0,100
4879,San Nicolas,2022-12-14 01:15,24.9,0.0,100
4880,San Nicolas,2022-12-14 01:30,24.8,0.0,100
4881,San Nicolas,2022-12-14 01:45,24.6,0.0,100
4882,San Nicolas,2022-12-14 02:00,24.6,0.0,100
4883,San Nicolas,2022-12-14 02:15,24.5,0.0,100
4884,San Nicolas,2022-12-14 02:30,24.5,0.0,100
4885,San Nicolas,2022-12-14 02:45,24.3,0.0,100
4886,San Nicolas,2022-12-14 03:00,24.3,0.0,100
4887,San Nicolas,2022-12-14 03:15,24.3,0.0,100
4888,San Nicolas,2022-12-14 03:30,24.4,0.0,100
4889,San Nicolas,2022-12-14 03:45,24.4,0.0,100
4890,San Nicolas,2022-12-14 04:00,24.3,0.0,100
4891,San Nicolas,2022-12-14 04:15,24.0,0.0,100
4892,San Nicolas,2022-12-14 04:30,23.9,0.0,100
4893,San Nicolas,2022-12-14 04:45,23.9,0.0,100
4894,San Nicolas,2022-12-14 05:00,23.8,0.0,100
4895,San Nicolas,2022-12-14 05:15,23.6,0.0,100
4896,San Nicolas,2022-12-14 05:30,23.5,0.0,100
4897,San Nicolas,2022-12-14 05:45,23.6,0.0,100
4898,San Nicolas,2022-12-14 06:00,23.3,0.0,100
4899,San Nicolas,2022-12-14 06:15,23.3,0.0,100
4900,San Nicolas,2022-12-14 06:30,23.2,5.3,100
4901,San Nicolas,2022-12-14 06:45,23.3,27.4,100
4902,San Nicolas,2022-12-14 07:00,23.3,70.3,100
4903,San Nicolas,2022-12-14 07:15,23.5,123.4,100
4904,San Nicolas,2022-12-14 07:30,23.9,178.6,100
4905,San Nicolas,2022-12-14 07:45,24.5,236.6,100
4906,San Nicolas,2022-12-14 08:00,25.2,290.4,100
4907,San Nicolas,2022-12-14 08:15,25.9,349.2,100
4908,San Nicolas,2022-12-14 08:30,26.6,379.4,99
4909,San Nicolas,2022-12-14 08:45,27.2,465.8,98
4910,San Nicolas,2022-12-14 09:00,28.0,519.8,94
4911,San Nicolas,2022-12-14 09:15,28.7,562.6,89
4912,San Nicolas,2022-12-14 09:30,29.1,592.1,86
4913,San Nicolas,2022-12-14 09:45,29.7,660.4,82
4914,San Nicolas,2022-12-14 10:00,29.9,694.8,80
4915,San Nicolas,2022-12-14 10:15,30.1,740.9,77
4916,San Nicolas,2022-12-14 10:30,30.7,791.3,74
4917,San Nicolas,2022-12-14 10:45,29.9,429.7,76
4918,San Nicolas,2022-12-14 11:00,29.4,255.1,78
4919,San Nicolas,2022-12-14 11:15,28.8,166.6,86
4920,San Nicolas,2022-12-14 11:30,29.1,571.7,85
4921,San Nicolas,2022-12-14 11:45,30.0,739.1,79
4922,San Nicolas,2022-12-14 12:00,30.4,882.8,76
4923,San Nicolas,2022-12-14 12:15,30.6,889.6,75
4924,San Nicolas,2022-12-14 12:30,31.0,823.3,74
4925,San Nicolas,2022-12-14 12:45,30.9,594.5,72
4926,San Nicolas,2022-12-14 13:00,31.1,851.7,73
4927,San Nicolas,2022-12-14 13:15,31.0,814.1,76
4928,San Nicolas,2022-12-14 13:30,30.9,774.1,77
4929,San Nicolas,2022-12-14 13:45,30.7,654.6,78
4930,San Nicolas,2022-12-14 14:00,30.7,659.4,78
4931,San Nicolas,2022-12-14 14:15,30.0,500.2,80
4932,San Nicolas,2022-12-14 14:30,30.4,647.0,79
4933,San Nicolas,2022-12-14 14:45,30.4,613.7,78
4934,San Nicolas,2022-12-14 15:00,30.3,586.4,78
4935,San Nicolas,2022-12-14 15:15,30.2,508.8,77
4936,San Nicolas,2022-12-14 15:30,30.5,497.0,77
4937,San Nicolas,2022-12-14 15:45,30.6,403.9,75
4938,San Nicolas,2022-12-14 16:00,29.6,169.8,81
4939,San Nicolas,2022-12-14 16:15,29.4,184.6,81
4940,San Nicolas,2022-12-14 16:30,29.4,188.5,83
4941,San Nicolas,2022-12-14 16:45,29.0,123.5,84
4942,San Nicolas,2022-12-14 17:00,28.7,89.9,86
4943,San Nicolas,2022-12-14 17:15,28.3,65.0,88
4944,San Nicolas,2022-12-14 17:30,28.0,26.5,89
4945,San Nicolas,2022-12-14 17:45,27.7,3.1,90
4946,San Nicolas,2022-12-14 18:00,27.3,0.0,91
4947,San Nicolas,2022-12-14 18:15,27.0,0.0,93
4948,San Nicolas,2022-12-14 18:30,26.8,0.0,95
4949,San Nicolas,2022-12-14 18:45,26.7,0.0,96
4950,San Nicolas,2022-12-14 19:00,26.6,0.0,96
4951,San Nicolas,2022-12-14 19:15,26.6,0.0,97
4952,San Nicolas,2022-12-14 19:30,26.6,0.0,97
4953,San Nicolas,2022-12-14 19:45,26.5,0.0,97
4954,San Nicolas,2022-12-14 20:00,26.4,0.0,98
4955,San Nicolas,2022-12-14 20:15,26.2,0.0,100
4956,San Nicolas,2022-12-14 20:30,26.0,0.0,100
4957,San Nicolas,2022-12-14 20:45,26.0,0.0,100
4958,San Nicolas,2022-12-14 21:00,25.9,0.0,100
4959,San Nicolas,2022-12-14 21:15,25.9,0.0,98
4960,San Nicolas,2022-12-14 21:30,25.5,0.0,100
4961,San Nicolas,2022-12-14 21:45,25.2,0.0,100
4962,San Nicolas,2022-12-14 22:00,25.1,0.0,100
4963,San Nicolas,2022-12-14 22:15,24.9,0.0,100
4964,San Nicolas,2022-12-14 22:30,24.8,0.0,100
4965,San Nicolas,2022-12-14 22:45,24.6,0.0,100
4966,San Nicolas,2022-12-14 23:00,24.3,0.0,100
4967,San Nicolas,2022-12-14 23:15,24.2,0.0,100
4968,San Nicolas,2022-12-14 23:30,23.9,0.0,100
4969,San Nicolas,2022-12-14 23:45,23.8,0.0,100
4970,San Nicolas,2022-12-15 00:00,23.9,0.0,100
4971,San Nicolas,2022-12-15 00:15,23.8,0.0,100
4972,San Nicolas,2022-12-15 00:30,23.7,0.0,100
4973,San Nicolas,2022-12-15 00:45,23.7,0.0,100
4974,San Nicolas,2022-12-15 01:00,23.8,0.0,100
4975,San Nicolas,2022-12-15 01:15,23.9,0.0,100
4976,San Nicolas,2022-12-15 01:30,23.8,0.0,100
4977,San Nicolas,2022-12-15 01:45,23.6,0.0,100
4978,San Nicolas,2022-12-15 02:00,23.6,0.0,100
4979,San Nicolas,2022-12-15 02:15,23.6,0.0,100
4980,San Nicolas,2022-12-15 02:30,23.4,0.0,100
4981,San Nicolas,2022-12-15 02:45,23.5,0.0,100
4982,San Nicolas,2022-12-15 03:00,23.2,0.0,100
4983,San Nicolas,2022-12-15 03:15,23.0,0.0,100
4984,San Nicolas,2022-12-15 03:30,22.7,0.0,100
4985,San Nicolas,2022-12-15 03:45,22.6,0.0,100
4986,San Nicolas,2022-12-15 04:00,22.7,0.0,100
4987,San Nicolas,2022-12-15 04:15,22.8,0.0,100
4988,San Nicolas,2022-12-15 04:30,22.6,0.0,100
4989,San Nicolas,2022-12-15 04:45,22.4,0.0,100
